id,playerId,playerName,birthDate,triCode,draftDate
19412,8484998,Noel Fransén,2005-12-07,CAR,2024-06-29
19413,8484877,Aatos Koivu,2006-06-22,MTL,2024-06-29
19414,8484758,Brodie Ziemer,2006-02-22,BUF,2024-06-29
19415,8484858,Anthony (AJ) Spellacy,2006-02-24,CHI,2024-06-29
19416,8484838,Alexis Bernier,2006-06-21,SEA,2024-06-29
19417,8484774,Henry Mews,2006-03-09,CGY,2024-06-29
19418,8484999,Ilya Protas,2006-07-18,WSH,2024-06-29
19419,8484842,William Zellers,2006-04-04,COL,2024-06-29
19420,8485000,Viggo Gustafsson,2006-09-11,NSH,2024-06-29
19421,8485001,Logan Sawyer,2006-05-06,MTL,2024-06-29
19422,8484862,Tarin Smith,2006-03-24,ANA,2024-06-29
19423,8484836,Ondrej Becher,2004-02-22,DET,2024-06-29
19424,8484784,Ondrej Kos,2006-03-07,STL,2024-06-29
19425,8484845,Carson Wetsch,2006-05-04,SJS,2024-06-29
19426,8485002,Pavel Moysevich,2004-09-29,VGK,2024-06-29
19427,8485012,Kirill Zarubin,2005-09-20,CGY,2024-06-29
19428,8484872,Kasper Pikkarainen,2006-08-07,NJD,2024-06-29
19429,8484777,Luca Marrelli,2005-10-04,CBJ,2024-06-29
19430,8484778,Miguel Marques,2006-03-08,NSH,2024-06-29
19431,8485003,Kim Saarinen,2006-07-22,SEA,2024-06-29
19432,8484880,Tomas Lavoie,2006-03-31,UTA,2024-06-29
19433,8484775,Eriks Mateiko,2005-11-18,WSH,2024-06-29
19434,8484853,Herman Träff,2005-12-31,NJD,2024-06-29
19435,8484868,Jack Pridham,2005-10-08,CHI,2024-06-29
19436,8484852,Melvin Fernström,2006-02-28,VAN,2024-06-29
19437,8485005,Hiroki Gojsic,2006-05-01,NSH,2024-06-29
19438,8484792,Adam Jecho,2006-03-24,STL,2024-06-29
19439,8484851,Veeti Väisänen,2006-02-15,UTA,2024-06-29
19440,8485004,Matvei Shuravin,2006-03-22,FLA,2024-06-29
19441,8485010,Gregor Biber,2006-08-09,UTA,2024-06-29
19442,8485011,Jakub Milota,2006-04-14,NSH,2024-06-29
19443,8485009,Alexandre Blais,2005-11-14,ANA,2024-06-29
19444,8484866,Tanner Henricks,2006-07-25,CBJ,2024-06-29
19445,8485008,Owen Protz,2006-02-07,MTL,2024-06-29
19446,8485007,Gabe Smith,2006-08-03,UTA,2024-06-29
19447,8485006,Lucas Ellinas,2006-03-12,OTT,2024-06-29
19448,8484789,Ollie Josephson,2006-07-22,SEA,2024-06-29
19449,8485013,Trevor Hoskin,2004-05-18,CGY,2024-06-29
19450,8485014,Heikki Ruohonen,2006-06-19,PHI,2024-06-29
19451,8485015,Luke Osburn,2006-09-09,BUF,2024-06-29
19452,8484864,Kevin He,2006-04-30,WPG,2024-06-29
19453,8485017,Elliott Groenewold,2006-02-04,BOS,2024-06-29
19454,8485019,Chase Pietila,2004-03-03,PIT,2024-06-29
19455,8484876,Javon Moore,2005-12-07,OTT,2024-06-29
19456,8485021,Tomas Mrsic,2006-02-26,STL,2024-06-29
19457,8485023,Nicholas Kempf,2006-03-01,WSH,2024-06-29
19458,8485020,Dmitry Gamzin,2003-04-08,NYI,2024-06-29
19459,8485018,Christian Kirsch,2006-06-18,SJS,2024-06-29
19460,8485016,Blake Montgomery,2005-05-04,OTT,2024-06-29
19461,8485025,Jan Golicic,2006-06-30,TBL,2024-06-29
19462,8484791,Raoul Boilard,2006-01-07,NYR,2024-06-29
19463,8485029,Victor Johansson,2006-04-25,TOR,2024-06-29
19464,8485028,Jake Fisher,2005-03-27,COL,2024-06-29
19465,8484787,Aron Kiviharju,2006-01-25,MIN,2024-06-29
19466,8485027,Simon-Pier Brunet,2005-10-24,BUF,2024-06-29
19467,8485026,Alexander Siryatsky,2006-08-04,CAR,2024-06-29
19468,8484874,Riley Patterson,2006-03-22,VAN,2024-06-29
19469,8485024,Landon Miller,2006-01-03,DET,2024-06-29
19470,8485022,Viktor Norringer,2006-08-31,NSH,2024-06-29
19471,8484840,Hagen Burrows,2005-10-13,TBL,2024-06-29
19472,8484841,Simon Zether,2005-10-18,FLA,2024-06-29
19473,8484533,Tyler Thorpe,2005-08-11,MTL,2024-06-29
19474,8484764,Colton Roberts,2006-06-08,SJS,2024-06-29
19475,8485030,Louka Cloutier,2006-08-22,COL,2024-06-29
19476,8485031,Oskar Vuollet,2005-12-03,CAR,2024-06-29
19477,8485038,Mikus Vecvanags,2006-01-17,MTL,2024-06-29
19478,8483798,Owen Allard,2004-01-13,UTA,2024-06-29
19479,8485032,Eerik Wallenius,2006-01-16,OTT,2024-06-29
19480,8485033,Ivan Yunin,2006-05-06,COL,2024-06-29
19481,8485034,Joel Svensson,2005-04-15,CHI,2024-06-29
19482,8485035,Max Graham,2004-05-21,NJD,2024-06-29
19483,8484861,Sebastian Soini,2006-06-10,MIN,2024-06-29
19484,8485036,Clarke Caswell,2006-02-02,SEA,2024-06-29
19485,8485037,Chase Wutzke,2006-07-26,MIN,2024-06-29
19486,8484599,Nate Misskey,2005-01-12,SJS,2024-06-29
19487,8485040,John Whipple,2006-01-20,DET,2024-06-29
19488,8485042,William McIsaac,2006-05-26,STL,2024-06-29
19489,8485043,Veeti Louhivaara,2006-02-06,NJD,2024-06-29
19490,8485044,Marcus Gidlöf,2005-09-28,NYI,2024-06-29
19491,8485045,Noah Powell,2005-02-02,PHI,2024-06-29
19492,8485047,Joona Saarelainen,2006-04-04,TBL,2024-06-29
19493,8484878,Luke Misa,2005-11-25,CGY,2024-06-29
19494,8485049,Miroslav Holinka,2005-11-10,TOR,2024-06-29
19495,8485050,Alexander Plesovskikh,2006-08-01,TOR,2024-06-29
19496,8485054,Ales Cech,2004-06-01,UTA,2024-06-29
19497,8485053,Jonathan Morello,2006-07-31,BOS,2024-06-29
19498,8485052,Markus Loponen,2006-06-17,WPG,2024-06-29
19499,8485048,Justin Poirier,2006-09-04,CAR,2024-06-29
19500,8485046,Timofei Obvintsev,2005-01-06,TOR,2024-06-29
19501,8485041,Niilopekka Muhonen,2006-02-28,DAL,2024-06-29
19502,8485039,Nathan Aspinall,2006-03-30,NYR,2024-06-29
19503,8484529,Connor Clattenburg,2005-05-02,EDM,2024-06-29
19504,8484846,Maxmilian Curran,2006-08-27,COL,2024-06-29
19505,8484565,Anthony Romani,2005-07-12,VAN,2024-06-29
19506,8485056,Ty Henry,2006-07-19,CHI,2024-06-29
19507,8484844,Jared Woolley,2006-02-27,LAK,2024-06-29
19508,8485068,Luke Ashton,2005-01-21,CBJ,2024-06-29
19509,8485060,Ben Merrill,2005-11-04,MTL,2024-06-29
19510,8485061,Vojtech Hradec,2005-09-24,UTA,2024-06-29
19511,8485051,Timur Kol,2006-08-23,CAR,2024-06-29
19512,8485063,Stepan Gorbunov,2006-08-11,FLA,2024-06-29
19513,8485065,Hunter Laing,2006-05-16,CGY,2024-06-29
19514,8484616,Matyas Melovsky,2004-05-25,NJD,2024-06-29
19515,8485066,Patrick Geary,2004-02-18,BUF,2024-06-29
19516,8485073,Ilya Pautov,2006-05-03,PHI,2024-06-29
19517,8485074,Stevie Leskovar,2004-09-09,MIN,2024-06-29
19518,8485076,Joona Väisänen,2004-07-29,PIT,2024-06-29
19519,8485079,Charlie Forslund,2006-05-04,DET,2024-06-29
19520,8484640,Eric Jamieson,2005-07-15,CGY,2024-06-29
19521,8485080,Petr Sikora,2006-01-02,WSH,2024-06-29
19522,8485078,Xavier Veilleux,2006-03-23,NYI,2024-06-29
19523,8485057,Trent Swick,2004-04-25,VGK,2024-06-29
19524,8485055,Kaden Pitre,2006-02-08,TBL,2024-06-29
19525,8485059,Austin Burnevik,2005-01-03,ANA,2024-06-29
19526,8485077,Albin Sundin,2004-08-13,EDM,2024-06-29
19527,8485075,Roman Shokhrin,2006-02-19,CAR,2024-06-29
19528,8485064,Tory Pitner,2006-03-06,COL,2024-06-29
19529,8485072,Loke Johansson,2005-12-14,BOS,2024-06-29
19530,8485070,Kieron Walton,2006-04-22,WPG,2024-06-29
19531,8485069,Fyodor Avramov,2005-11-19,CAR,2024-06-29
19532,8485067,Parker Alcos,2006-07-20,VAN,2024-06-29
19533,8485062,Ludvig Lafton,2006-01-11,UTA,2024-06-29
19534,8485058,Rico Gredig,2005-02-01,NYR,2024-06-29
19535,8483924,Dalyn Wakely,2004-03-05,EDM,2024-06-29
19536,8485071,Hunter St. Martin,2005-06-13,FLA,2024-06-29
19537,8485084,Yaroslav Korostelyov,2005-08-07,SJS,2024-06-29
19538,8485085,Joe Connor,2005-03-31,TBL,2024-06-29
19539,8485087,William Nicholl,2006-05-24,EDM,2024-06-29
19540,8484849,Lucas Van Vliet,2006-01-25,VGK,2024-06-29
19541,8485089,James Reeder,2005-10-06,LAK,2024-06-29
19542,8485091,Noah Steen,2004-08-16,TBL,2024-06-29
19543,8485092,Matt Lahey,2006-07-17,TOR,2024-06-29
19544,8485094,Denis Gabdrakhmanov,2005-06-22,FLA,2024-06-29
19545,8485096,Jakub Fibigr,2006-07-22,SEA,2024-06-29
19546,8485098,Austin Baker,2006-02-12,DET,2024-06-29
19547,8485109,Vasily Zelenov,2006-02-02,BUF,2024-06-29
19548,8485100,Austin Moline,2005-11-21,PHI,2024-06-29
19549,8484636,Harrison Meneghin,2004-09-13,TBL,2024-06-29
19550,8485102,Mac Swanson,2006-01-10,PIT,2024-06-29
19551,8485103,Fisher Scott,2004-10-27,DET,2024-06-29
19552,8485086,Antoine Dorion,2005-11-02,STL,2024-06-29
19553,8485082,Makar Khanin,2005-03-17,MTL,2024-06-29
19554,8485104,Matvei Korotky,2005-12-23,STL,2024-06-29
19555,8485106,Miroslav Satan,2006-03-02,WSH,2024-06-29
19556,8485108,Erik Påhlsson,2004-04-09,NSH,2024-06-29
19557,8485090,Darels Uljanskis,2006-08-25,ANA,2024-06-29
19558,8484871,Christian Humphreys,2006-02-04,COL,2024-06-29
19559,8485107,Sam McCue,2005-10-03,TOR,2024-06-29
19560,8485105,Nikita Prishchepov,2004-02-20,COL,2024-06-29
19561,8485083,Bauer Berry,2005-10-31,EDM,2024-06-29
19562,8485101,Ryerson Leenders,2006-06-01,BUF,2024-06-29
19563,8485099,Andrey Krutov,2006-04-25,CAR,2024-06-29
19564,8485097,Basile Sansonnens,2006-08-19,VAN,2024-06-29
19565,8485095,William Samuelsson,2005-09-27,DAL,2024-06-29
19566,8484525,Finn Harding,2005-03-02,PIT,2024-06-29
19567,8485093,Rasmus Bergqvist,2005-06-05,MTL,2024-06-29
19568,8485088,Nathan Mayes,2006-06-10,TOR,2024-06-29
19119,8484144,Connor Bedard,2005-07-17,CHI,2023-06-28
19120,8484153,Leo Carlsson,2004-12-26,ANA,2023-06-28
19121,8484166,Adam Fantilli,2004-10-12,CBJ,2023-06-28
19122,8484227,Will Smith,2005-03-17,SJS,2023-06-28
19123,8484220,David Reinbacher,2004-10-25,MTL,2023-06-28
19124,8484386,Dmitriy Simashev,2005-02-04,ARI,2023-06-28
19125,8484387,Matvei Michkov,2004-12-09,PHI,2023-06-28
19126,8484186,Ryan Leonard,2005-01-21,WSH,2023-06-28
19127,8484160,Nate Danielson,2004-09-27,DET,2023-06-28
19128,8484164,Dalibor Dvorsky,2005-06-15,STL,2023-06-28
19129,8484240,Tom Willander,2005-02-09,VAN,2023-06-28
19130,8484388,Daniil But,2005-02-15,ARI,2023-06-28
19131,8484145,Zach Benson,2005-05-12,BUF,2023-06-28
19132,8484242,Brayden Yager,2005-01-03,PIT,2023-06-28
19133,8484241,Matthew Wood,2005-02-06,NSH,2023-06-28
19135,8484180,Samuel Honzek,2004-11-12,CGY,2023-06-28
19136,8484223,Axel Sandin-Pellikka ,2005-03-11,DET,2023-06-28
19137,8484143,Colby Barlow,2005-02-14,WPG,2023-06-28
19138,8484197,Oliver Moore,2005-01-22,CHI,2023-06-28
19139,8484222,Eduard Sale,2005-03-10,SEA,2023-06-28
19140,8484231,Charlie Stramel,2004-10-15,MIN,2023-06-28
19141,8484148,Oliver Bonk,2005-01-09,PHI,2023-06-28
19142,8484210,Gabe Perreault,2005-05-07,NYR,2023-06-28
19143,8484196,Tanner Molendyk,2005-02-03,NSH,2023-06-28
19144,8484230,Otto Stenberg,2005-05-29,STL,2023-06-28
19145,8484200,Quentin Musty,2005-07-06,SJS,2023-06-28
19146,8484221,Calum Ritchie,2005-01-21,COL,2023-06-28
19147,8484158,Easton Cowan,2005-05-20,TOR,2023-06-28
19148,8484188,Theo Lindstein,2005-01-05,STL,2023-06-28
19149,8484203,Bradly Nadeau,2005-05-05,CAR,2023-06-28
19150,8484389,Mikhail Gulyayev,2005-04-26,COL,2023-06-28
19151,8484165,David Edstrom,2005-02-18,VGK,2023-06-28
19152,8484201,Nico Myatovic,2004-12-01,ANA,2023-06-29
19153,8484149,Gavin Brindley,2004-10-05,CBJ,2023-06-29
19154,8484171,Adam Gajan,2004-05-06,CHI,2023-06-29
19155,8484176,Kasper Halttunen,2005-06-07,SJS,2023-06-29
19156,8484173,Ethan Gauthier,2005-01-26,TBL,2023-06-29
19157,8484181,Michael Hrabal,2005-01-20,ARI,2023-06-29
19158,8484238,Anton Wahlberg,2005-07-04,BUF,2023-06-29
19159,8484159,Andrew Cristall,2005-02-04,WSH,2023-06-29
19160,8484141,Trey Augustine,2005-02-23,DET,2023-06-29
19161,8484174,Andrew Gibson,2005-02-13,DET,2023-06-29
19162,8484206,Felix Nilsson,2005-06-22,NSH,2023-06-29
19163,8484390,Roman Kantserov,2004-09-20,CHI,2023-06-29
19164,8484233,Maxim Strbak,2005-04-13,BUF,2023-06-29
19165,8484187,Kalan Lind,2005-01-25,NSH,2023-06-29
19166,8484157,Brady Cleveland,2005-04-01,DET,2023-06-29
19167,8484198,Etienne Morin,2005-03-09,CGY,2023-06-29
19168,8484205,Danny Nelson,2005-08-03,NYI,2023-06-29
19169,8484219,Carson Rehkopf,2005-01-07,SEA,2023-06-29
19170,8484147,Carson Bjarnason,2005-06-30,PHI,2023-06-29
19171,8484168,Oscar Fisker Molgaard,2005-02-18,SEA,2023-06-29
19172,8484184,Rasmus Kumpulainen,2005-08-08,MIN,2023-06-29
19173,8484163,Jakub Dvorak,2005-05-25,LAK,2023-06-29
19174,8484195,Martin Misiak,2004-09-30,CHI,2023-06-29
19175,8484139,Beau Akey,2005-02-11,EDM,2023-06-29
19176,8484162,Lukas Dragicevic,2005-04-25,SEA,2023-06-29
19177,8484177,Lenni Hameenaho,2004-11-07,NJD,2023-06-29
19178,8484236,Carey Terrance,2005-05-10,ANA,2023-06-29
19179,8484391,Damian Clara,2005-01-13,ANA,2023-06-29
19180,8484146,Tristan Bertucci,2005-07-12,DAL,2023-06-29
19181,8484392,Felix Unger Sorum,2005-09-14,CAR,2023-06-29
19182,8484224,Gracyn Sawchyn,2005-01-19,FLA,2023-06-29
19183,8484178,Riley Heidt,2005-03-25,MIN,2023-06-29
19184,8484216,Coulson Pitre,2004-12-13,ANA,2023-06-29
19185,8484239,William Whitelaw,2005-02-05,CBJ,2023-06-29
19186,8484185,Nick Lardis,2005-07-08,CHI,2023-06-29
19187,8484183,Jesse Kiiskinen,2005-08-23,NSH,2023-06-29
19188,8484170,Jacob Fowler,2004-11-24,MTL,2023-06-29
19189,8484154,Jonathan Castagna,2005-04-20,ARI,2023-06-29
19190,8484235,Brandon Svoboda,2005-02-04,SJS,2023-06-29
19191,8484207,Noel Nordh,2005-01-25,ARI,2023-06-29
19192,8484161,Noah Dower Nilsson,2005-04-25,DET,2023-06-29
19193,8484151,Quinton Burns,2005-04-14,STL,2023-06-29
19194,8484150,Hunter Brzustewicz,2004-11-29,VAN,2023-06-29
19195,8484393,Juraj Pekarcik,2005-09-12,STL,2023-06-29
19196,8484155,Mathieu Cataford,2005-03-01,VGK,2023-06-29
19197,8484243,Koehn Ziemmer,2004-12-08,LAK,2023-06-29
19198,8484172,Brad Gardiner,2005-03-06,DAL,2023-06-29
19199,8484234,Aydar Suniev,2004-11-16,CGY,2023-06-29
19200,8484394,Tanner Ludtke,2004-11-27,ARI,2023-06-29
19201,8484204,Zach Nehring,2005-03-07,WPG,2023-06-29
19202,8484190,Dylan MacKinnon,2005-01-12,NSH,2023-06-29
19203,8484217,Caden Price,2005-08-24,SEA,2023-06-29
19204,8484396,Yegor Sidorov,2004-06-18,ANA,2023-06-29
19205,8484192,Gavin McCarthy,2005-06-02,BUF,2023-06-29
19206,8484398,Egor Zavragin,2005-08-23,PHI,2023-06-29
19207,8484399,Vadim Moroz,2003-11-20,ARI,2023-06-29
19208,8484202,Sawyer Mynio,2005-04-30,VAN,2023-06-29
19209,8484169,Drew Fortescue,2005-04-28,NYR,2023-06-29
19210,8484213,Emil Pieniniemi,2005-03-02,PIT,2023-06-29
19211,8484401,Christopher Pelosi,2005-03-06,BOS,2023-06-29
19212,8484400,Jiri Felcman,2005-04-17,CHI,2023-06-29
19213,8484211,Jayden Perron,2005-01-11,CAR,2023-06-29
19214,8484142,Denver Barkey,2005-04-27,PHI,2023-06-29
19215,8484397,Arttu Karki,2004-12-08,VGK,2023-06-29
19216,8484395,Konnor Smith,2004-11-06,ANA,2023-06-29
19217,8484232,Andrew Strathmann,2005-02-27,CBJ,2023-06-29
19218,8484212,Alex Pharand,2005-01-05,CHI,2023-06-29
19219,8484402,Alexander Rykov,2005-07-14,CAR,2023-06-29
19220,8484403,Florian Xhekaj,2004-06-27,MTL,2023-06-29
19221,8484175,Terrell Goldsmith,2005-05-13,ARI,2023-06-29
19222,8483787,Cole Knuble,2004-07-01,PHI,2023-06-29
19223,8484404,Patrick Thomas,2004-08-21,WSH,2023-06-29
19224,8484406,Ty Mueller,2003-02-26,VAN,2023-06-29
19225,8484229,Jakub Stancl,2005-04-10,STL,2023-06-29
19226,8484408,Vilmer Alriksson,2005-02-18,VAN,2023-06-29
19227,8484409,Hoyt Stanley,2005-02-04,OTT,2023-06-29
19228,8484193,Ethan Miedema,2005-03-22,BUF,2023-06-29
19229,8484410,Bogdan Konyushkov,2002-12-20,MTL,2023-06-29
19230,8484412,Joey Willis,2005-03-14,NSH,2023-06-29
19231,8484189,Jaden Lipinski,2004-12-02,CGY,2023-06-29
19232,8484208,Jesse Nurmi,2005-03-07,NYI,2023-06-29
19233,8484214,Luca Pinelli,2005-04-05,CBJ,2023-06-29
19234,8484226,Jayson Shaugabay,2005-04-05,TBL,2023-06-29
19235,8484415,Andrei Loshko,2004-10-07,SEA,2023-06-29
19236,8484182,Larry Keenan,2005-03-15,DET,2023-06-29
19237,8484417,Hampton Slukynsky,2005-07-02,LAK,2023-06-29
19238,8484419,Matthew Perkins,2004-01-21,VAN,2023-06-29
19239,8484156,Alex Ciernik,2004-10-08,PHI,2023-06-29
19240,8484407,Juha Jatkola,2002-09-12,NSH,2023-06-29
19241,8484405,Cam Squires,2005-04-11,NJD,2023-06-29
19242,8484152,Luca Cagnoni,2004-12-21,SJS,2023-06-29
19243,8484179,Beckett Hendrickson,2005-06-24,BOS,2023-06-29
19244,8484194,Aram Minnetian,2005-03-19,DAL,2023-06-29
19245,8484418,Stanislav Yarovoi,2003-08-26,CAR,2023-06-29
19246,8484411,Albert Wikman,2005-03-10,FLA,2023-06-29
19247,8484416,Quentin Miller,2004-12-23,MTL,2023-06-29
19248,8484414,Rodwin Dionicio,2004-03-30,ANA,2023-06-29
19249,8484413,Axel Landen,2005-03-29,SJS,2023-06-29
19250,8484420,Marcel Marcel,2003-10-31,CHI,2023-06-29
19251,8484421,Eric Pohlkamp,2004-03-23,SJS,2023-06-29
19252,8484422,Sam Harris,2003-10-14,MTL,2023-06-29
19253,8484423,Melker Thelin,2005-05-25,ARI,2023-06-29
19254,8484228,Carter Sotheran,2005-06-26,PHI,2023-06-29
19255,8484140,Cam Allen,2005-01-07,WSH,2023-06-29
19256,8484426,Jack Phelan,2004-05-28,DET,2023-06-29
19257,8484167,Paul Fischer,2005-01-30,STL,2023-06-29
19258,8484428,Charles-Alexis Legault,2003-09-05,CAR,2023-06-29
19259,8484429,Matthew Andonovski,2005-03-14,OTT,2023-06-29
19260,8484218,Scott Ratzlaff,2005-03-09,BUF,2023-06-29
19261,8484427,Mikhail Ilyin,2005-02-15,PIT,2023-06-29
19262,8484425,Sutter Muzzatti,2003-06-28,NSH,2023-06-29
19263,8484424,Yevgeni Volokhin,2005-04-06,MTL,2023-06-29
19264,8483913,Justin Gill,2003-01-27,NYI,2023-06-29
19265,8484430,Jacob Julien,2004-09-12,WPG,2023-06-29
19266,8484432,Kevin Bicker,2005-01-29,DET,2023-06-29
19267,8484433,Kaden Hammell,2005-03-12,SEA,2023-06-29
19268,8484215,Aaron Pionk,2003-01-16,MIN,2023-06-29
19269,8484435,Matthew Mania,2005-01-11,LAK,2023-06-29
19270,8483114,Thomas Milic,2003-04-14,WPG,2023-06-29
19271,8484436,Rasmus Larsson,2004-02-09,NYR,2023-06-29
19272,8484438,Hudson Malinoski,2004-05-19,TOR,2023-06-29
19273,8484439,Chase Cheslock,2004-10-25,NJD,2023-06-29
19274,8484431,Nikita Ishimnikov,2005-04-21,COL,2023-06-29
19275,8484441,Melvin Strahl,2005-03-18,CBJ,2023-06-29
19276,8484442,Arno Tiefensee,2002-05-01,DAL,2023-06-29
19277,8484440,Ruslan Khazheev,2004-11-20,CAR,2023-06-29
19278,8484437,Olof Glifford,2005-03-05,FLA,2023-06-29
19279,8484434,Justin Kipkie,2005-07-28,ARI,2023-06-29
19280,8484443,Vojtech Port,2005-08-03,ANA,2023-06-29
19281,8484444,Samu Bau,2004-04-20,ARI,2023-06-29
19282,8484445,Timur Mukhanov,2005-06-17,CAR,2023-06-29
19283,8484446,Cole Brown,2005-04-27,NJD,2023-06-29
19284,8484448,Filip Eriksson,2004-11-05,MTL,2023-06-29
19285,8484199,Carsen Musser,2005-05-19,ARI,2023-06-29
19286,8484450,Milton Oscarson,2003-02-18,CHI,2023-06-29
19287,8484451,Visa Vedenpaa,2005-05-11,SEA,2023-06-29
19288,8484453,Rudy Guimond,2005-05-19,DET,2023-06-29
19289,8484452,Matthew Mayich,2004-12-21,STL,2023-06-29
19290,8484449,Aiden Celebrini,2004-10-26,VAN,2023-06-29
19291,8484447,Ryan MacPherson,2005-03-02,PHI,2023-06-29
19292,8484454,Sean Keohane,2004-11-04,BUF,2023-06-29
19293,8484456,Cooper Foster,2005-06-04,PIT,2023-06-29
19294,8483844,Austin Roest,2004-01-22,NSH,2023-06-29
19295,8484459,Yegor Yegorov,2005-08-30,CGY,2023-06-29
19296,8484225,Zachary Schulz,2005-06-14,NYI,2023-06-29
19297,8484461,Dylan Roobroeck,2004-07-27,NYR,2023-06-29
19298,8484462,Warren Clark,2004-08-31,TBL,2023-06-29
19299,8484463,Zeb Forsfjall,2005-01-16,SEA,2023-06-29
19300,8484460,Kalem Parker,2004-10-12,MIN,2023-06-29
19301,8484458,Ryan Conmy,2004-10-23,LAK,2023-06-29
19302,8484457,Ty Henricks,2005-06-28,NYR,2023-06-29
19303,8484455,Nathaniel Day,2005-02-04,EDM,2023-06-29
19304,8484464,Noah Chadwick,2005-05-10,TOR,2023-06-29
