id,name,hrID
8461678,Jacque Rodrigue
8461676,Mark Cornforth,cornfma01
8461630,Brian Corcoran
8461473,Dennis Purdie
8461677,Shaun Hannah
8462040,Kyle McLaren,mclarky01
8462033,Wade Redden,reddewa01
8462032,Bryan Berard,berarbr01
8462036,Daymond Langkow,langkda01
8462039,Terry Ryan,ryante02
8462037,Steve Kelly,kellyst01
8462035,Chad Kilger,kilgech01
8462034,Aki Berg,bergak01
8462045,Jay McKee,mckeeja01
8462038,Shane Doan,doansh01
8462047,Martin Biron,bironma01
8462049,Dimitri Nabokov
8462050,Denis Gauthier,gauthde01
8462048,Brad Church,churcbr01
8462046,Jeff Ware,wareje01
8462059,Mike McBain,mcbaimi01
8462042,Jarome Iginla,iginlja01
8462044,Jean-Sebastien Giguere
8462051,Sean Brown,brownse01
8462055,Marc Denis,denisma01
8462060,Georges Laraque,laraqge01
8462081,Jan Hlavac
8462061,Marc Chouinard,chouima01
8462063,Jason Doig,doigja01
8462043,Teemu Riihijarvi
8462073,Christian Laflamme,laflach01
8462041,Radek Dvorak
8462068,Chris McAllister,mcallch01
8462065,Aaron MacDonald
8462054,Aleksey Morozov,morozal01
8462052,Brian Boucher,bouchbr01
8462064,Sergei Fedotov
8462067,Christian Dube
8462075,Paxton Schafer,schafpa01
8462066,Peter Roed
8462071,Dwayne Hay,haydw01
8462074,Pavel Smirnov
8462078,Pavel Rosa,rosapa01
8462072,Nathan Perrott,perrona01
8462069,Denis Smith
8462062,Donald MacLean,macledo01
8462080,Philippe Audet,audetph01
8462083,Ryan Pepperall
8462076,Shane Kenny
8462070,Mark Dutiaume
8462057,Marc Moro,moroma01
8462082,Brad Larsen,larsebr01
8462053,Miika Elomo,elomomi01
8462876,Sylvain Mayer
8462079,Nic Beaudoin
8462899,Jason Kelly
8462056,Maxim Kuznetsov,kuznema01
8462898,Darryl Paquette
8462058,Brian Wesenberg,wesenbr01
8462077,Jochen Hecht,hechtjo01
8462117,Vesa Toskala,toskave01
8462106,Dave Duerden,duerdda01
8462105,Alyn McCauley,mccaual01
8462099,Rocky Thompson,thompro01
8462090,Petr Buzek,buzekpe01
8462084,Mike Leclerc,leclemi01
8462103,John Tripp,trippjo01
8462102,Jean-Sebastien Aubin
8462085,Shane Willis,willish01
8462109,Chris Van Dyk
8462089,Mike O'Grady
8462101,Scott Roche
8462097,Sergei Vyshedkevich,vyshese01
8462119,Lloyd Shaw
8462094,Brad Isbister,isbisbr01
8462087,Darryl Laplante,laplada01
8462116,Kevin Bolibruck
8462095,Mathieu Sunderland
8462086,Lukas Zib
8462019,Aaron Nagy
8462096,Sergey Gusev,gusevse01
8462004,Phil Miaskowski
8462005,Darren Dougan
8462092,Mike Martin
8462098,Kevin McKay
8462132,Anatoly Ustyugov
8462152,Chris Mason,masonch02
8462135,Benoit Gratton
8462126,Cameron Mann,mannca01
8462129,Michal Handzus
8462178,Marc Magliarditi
8462131,Kevin Boyd
8462130,Oleg Belov
8462151,Brian Elder
8462264,Chris George
8462150,Kevin Popp
8462258,Danny Markov,markoda01
8462259,Rob Skrlac,skrlaro01
8462649,John Craighead,craigjo01
8462257,Jason Cugnet
8462646,Blaine Moore
8462647,Vadim Slivchenko
8462604,Dan Fournel
8462645,Kelly Hultgren
8462648,Oleg Shargorodsky
8462643,Patrice Robitaille
8462644,Dave Macisaac
8462641,Greg Bullock
8462642,Steve Thornton
8462640,Steve Kluczkowski
8462112,Ian MacNeil,macneia01
8462113,Jonathan Delisle,delisjo01
8462118,Marc Savard,savarma01
8462121,Matt Davidson,davidma01
8462088,Miloslav Guren
8462107,Tomi Kallio,kallito01
8462110,Mike Minard,minarmi01
8462115,Daniel Tjarnqvist
8462100,Martin Hohenberger
8462633,Ryan Tobler,toblery01
8462104,David Gosselin,gosseda01
8462091,Marko Makinen
8462093,Peter Schaefer,schaepe01
8462122,Joel Theriault
8462138,Konsta Golokhvastov
8462141,Marian Menhart
8462140,Alexei Vasiliev,vasilal02
8462149,Jason Morgan,morgaja01
8462148,Dale Purinton,purinda01
8462136,Vladimir Orszagh
8462147,Miikka Kiprusoff,kiprumi01
8462142,Niklas Anger
8462139,Jan Snopek
8462143,Hugh Hamilton
8462137,Igor Nikulin,nikulig01
8462127,Radovan Somik
8462145,Wade Strand
8462124,Pavel Kriz
8462123,Henrik Rehnberg
8462125,Jan Labraaten
8462144,Francois Cloutier
8462114,Sami Kapanen,kapansa01
8462120,Sebastien Charpentier
8462111,Justin Kurtz,kurtzju01
8462434,Corey Spring,sprinco01
8462455,Darren Sinclair
8462442,Brian Gallentine
8462416,Andy Delmore,delmoan01
8462419,Jeff Cowan,cowanje01
8462415,Jean-Francois Tremblay
8462480,Jamie Wentzell
8462477,Burt Henderson
8462478,Jan Mikel
8462487,Blair Manning
8462737,Jared Bednar
8462481,Steve Potvin
8462521,Andy Weidenbach
8462479,Kevin Lune
8462161,Brent Johnson,johnsbr03
8462244,Libor Zabransky
8462164,David Hruska
8462169,Igor Melyakov
8462175,Peter Slamiar
8462179,Frederick Jobin
8462167,Jamie Sokolsky
8462168,Sylvain Daigle
8462172,Timo Hakanen
8462173,Dominic Marleau
8462159,Jan Hrdina,hrdinja01
8462165,Dimitri Tertyshny
8462174,Jaroslav Kudrna
8462154,Daniel Bienvenue
8462242,Tomi Hirvonen
8462166,Eduard Pershin
8462611,Joshua St. Louis
8462170,Boyd Olson
8462155,Joel Cort
8462261,Scott Swanson
8462801,Glenn Stewart
8462230,Mark Murphy
8462799,Blake Knox
8462800,Akil Adams
8462229,Tyler Willis
8462240,Sergei Voronov
8462233,Vasili Turkovsky
8462238,Ruslan Shafikov
8462515,Rob Pattison
8462495,Hugo Hamelin
8462554,Taylor Harnett
8462843,Robert Dome
8462842,Mike Morin
8462840,Paul Taylor
8462839,Garry Gulash
8462841,Greg Hadden
8462596,Tim Findlay
8462837,Nick Poole
8462171,Doug Bonner
8462383,Regan Stocco
8462824,Harry York,yorkha01
8462262,Colin O'Hara
8462514,Frederic Chartier
8462414,Kaleb Toth
8462162,Michal Bros
8462163,Todd Norman
8462156,Chad Wilchynski
8462705,Brandon Christian
8462703,Dominique Ducharme
8462704,Louis Charbonneau
8462827,Sergei Stas
8462823,Glen Metropolit,metrogl01
8462251,Brian Stewart
8462247,Zac Bierk,bierkza01
8462254,Stephen Lowe
8462225,Filip Kuba,kubafi01
8462245,David MacDonald,macdoda01
8462227,Ryan Kraft,kraftry01
8462217,Igor Karpenko
8462223,Greg Hart
8462218,Joe Cardarelli
8462219,Steven Douglas
8462224,Milan Kostolny
8462228,Ilya Gorokhov
8462198,Peter Worrell,worrepe01
8462211,Jean-Luc Grand-Pierre,grandje01
8462204,Brian Scott
8462220,Jaroslav Obsut
8462215,Ray Schultz,schulra01
8462206,Richard Rochefort
8462243,Andrei Samokhvalov
8462203,Marek Melenovsky
8462221,Fredrik Loven
8462226,Anatoli Kovesnikov
8462209,P.J. Axelsson,axelspj01
8462196,Stephane Robidas
8462202,Stewart Bodtker
8462197,Byron Ritchie,ritchby01
8462208,Ryan Gillis
8462212,Derrick Pyke
8462210,Martin Streit
8462201,Jeff Heil
8462200,Robert Jindrich
8462214,Kaj Linna
8462213,Dan Smith,smithda02
8462207,Steve Tardif
8462246,Mike Broda
8462205,Jeff Dewar
8462199,Brad Mehalko
8462195,Juha Vuorivirta
8462184,Martin Spanhel
8462186,Alexei Kolkunov
8462191,Mike Laplante
8462192,Cory Murphy,murphco01
8462183,Yevgeny Shaldybin,shaldye01
8462249,Rob Deciantis
8462194,Paul Traynor
8462188,Tyler Perry
8462180,Adam Young
8462185,Denis Hamel,hamelde01
8462187,John Cirjak
8462193,Martin Cerven
8462181,Marty Wilford
8462835,Sasha Lakovic,lakovsa01
8462826,Konstantin Shafranov,shafrko01
8462834,Charlie Thuss
8462190,Andrew Taylor
8462836,Arturs Kupaks
8462829,Beau Bilek
8462825,Oleg Yashin
8462831,Jamie Spencer
8462828,Ryan Petz
8462581,Patrick Allard
8462582,Will Clarke
8462267,Frank Ivankovic
8462268,Steve Shirreffs
8462269,David Engblom
8462266,Erik Kaminski
8462272,Sergei Zhukov
8462157,David Arsenault
8462158,Jeff Ambrosio
8462832,Scott Bell
8462517,Cam Bristow
8462546,Mike Morrone
8462616,Martin Laitre
8462615,Bill McGuigan
8462617,Mitchel Shawara
8462541,Alexei Lojkin
8462545,Kevin Spero
8462527,David Van Drunen,vandrda01
8462526,Dustin Virag
8462533,Mark Strobel
8462520,Aaron Brand
8462522,Rod Butler
8462523,Dean Whitney
8462544,Todd Sullivan
8462530,Scott Burt
8462833,Matt Hervey,hervema01
8462252,Eric Houde
8462255,Jussi Markkanen,markkju01
8462253,David Lemanowicz
8462256,Bob Maudie
8462398,Ryan Lindsay
8462189,Benoit Larose
8462239,Derek Bekar,bekarde01
8462235,Casey Hankinson,hankica01
8462234,Frederic Henry
8462236,Sergei Luchinkin
8462232,Mike Zanutto
8462248,Jiri Antonin
8462516,Greg McLean
8462176,Brent Sopel,sopelbr01
8462182,Clarke Wilm,wilmcl01
8462177,Yannick Tremblay,trembya01
8462496,Dmitri Pankov
8462493,Sergei Naumov
8462452,Eric Rylands
8462288,Per Eklund
8462535,Jody Shelley,shelljo01
8462549,Patrick Caron
8462529,Paul Johnson
8462525,James Jensen
8462524,Mike Traggio
8462600,Rob Shearer,shearro01
8462528,Vernon Beardy
8462263,Mike Pittman
8463019,Eric Landry
8463638,Bryan Muir,muirbr01
8463639,Richie Wolcott
8463125,Shawn Heins,heinssh01
8463669,Marty Woodford
8463668,Steve Lingren
8463683,John Lake
8463454,Robert Bell
8463453,Sergei Zuyagin
8464992,Wesley Mason
8464989,Matt Cullen,cullema01
8464987,Darren Van Oene
8464990,Marek Posmyk,posmyma01
8464998,Jan Bulis,bulisja01
8464995,Aren Miller
8464986,Chris Hajt,hajtch01
8464985,Remi Royer
8464993,Travis Brigley,brigltr01
8464997,Jeff Paul,paulje01
8464988,Trevor Wasyluk
8464991,Marian Cisar
8464996,Joshua Dewolf
8464994,Steve Begin
8464999,Mathieu Garon,garonma01
8464959,Ric Jackman,jackmri01
8464961,Johnathan Aitken,aitkejo01
8464958,Alexander Volchkov
8464964,Dan Focht,fochtda01
8464969,Mario Larocque,larocma01
8464960,Boyd Devereaux,deverbo01
8464970,Jaroslav Svejkovsky
8464962,Ruslan Salei,saleiru01
8464968,Erik Rasmussen,rasmuer01
8464965,Josh Holden,holdejo01
8464982,Pavel Skrbek,skrbepa01
8464974,Craig Hillier
8464973,Jeff Brown,brownje02
8464976,Jesse Wallin,wallije01
8464972,Matthieu Descôteaux
8464971,Matt Higgins,higgima01
8464975,Daniel Briere
8464984,Josh Green,greenjo01
8464983,Dan Lacouture
8464977,Dainius Zubrus,zubruda01
8464980,Peter Ratchuk,ratchpe01
8464981,Cory Sarich,saricco01
8464979,Marco Sturm,sturmma01
8464978,Marcus Nilsson
8464957,J-P Dumont
8464963,Lance Ward,wardla01
8464956,Chris Phillips,phillch02
8464772,Allan Sirois
8464641,John Drover
8464643,Randy Reardon
8464642,Brad Purdie
8464783,Alexandre Boikov,boikoal01
8464922,Jeff Daw,dawje01
8464612,Mike Strobel
8464715,Peter Skudra
8464714,Keith Aldridge,aldrike01
8464645,Greg Webber
8464646,Brendan Flynn
8464644,Patrick Rochon
8464651,Aigar Cipruss
8464626,Rick Field
8464860,Jean-Francois Rivard
8464967,Marty Reasoner,reasoma01
8464966,Derek Morris,morride01
8464875,Steve McKenna,mckenst01
8464879,Brad Guzda
8464779,Luc Belanger
8465071,Alexei Tezikov,tezikal01
8465090,Andreas Dackell,dackean01
8465067,Jesse Boulerice,bouleje01
8465070,Elias Abrahamsson
8465075,Glenn Crawford
8465074,Brendan Buckley
8465072,Mark McMahon
8465063,Peter Cava
8465079,Andy Johnson
8465076,Jesse Black
8465064,Luke Curtin
8465080,Josef Straka
8465065,Brandon Sugden
8465085,Matthew Lahey
8465084,Jason Robinson
8465087,Daniel Archambault
8465068,Yevgeni Tsybuk
8465078,Colin Pepperall
8465088,Petr Sachl
8465093,Robert Esche,eschero01
8465094,Dmitriy Yakushin
8465091,Michel Larocque,larocmi01
8465083,Per-Ragnar Bergqvist
8465104,Jake Deadmarsh
8465092,Todd Miller
8465107,Ryan Davis
8465994,Dion Zukiwsky
8465103,Francois Hardy
8465999,B.J. Johnston
8465998,Samy Nasreddine
8465081,Peter Hogan
8465105,Bryan Randall
8465996,Rod Pamenter
8465997,Dan Pawlaczyk
8465995,Mike Hall
8465086,Andrew Long
8465069,Brian Urick
8465025,Arron Asham,ashamar01
8465028,Boyd Kane,kanebo01
8465027,Shawn McNeil
8465000,Henry Kuster
8465034,Antti Jussi Niemi
8465066,Ryan Christie,chrisry01
8465050,Eric Belanger
8465051,Randy Petruk
8465044,Josef Boumedienne,boumejo01
8465058,Michal Rozsival
8465041,Craig MacDonald,macdocr01
8465054,Etienne Drapeau
8465059,Matt Bradley,bradlma01
8465017,Chester Gallant
8465036,Tyrone Garner,garnety01
8465032,Zenith Komarniski,komarze01
8465035,Joey Tetarenko,tetarjo01
8465014,Andrei Petrunin
8465047,Christian Lefebvre
8465062,Michal Podolka
8465040,Kurt Walsh
8465057,Josh MacNevin
8465055,Mike Martone
8465060,Steve Wasylko
8465053,Ben Storey
8465037,Mikael Simons
8465045,Kim Staal
8465048,Jonathan Zukiwsky
8465061,Andy Berenzweig,berenbu01
8465052,Andrei Petrakov
8465038,Justin Davis
8465049,Johan Forsander
8465030,Dmitri Vlasenkov
8465007,Francois Methot
8465043,Mike Hurley
8465039,Jason Sessa
8465033,Dmitri Subbotin
8465042,Toni Lydman,lydmato01
8465046,Jonas Soling
8465029,Boris Protsenko
8465056,Trent Whitfield,whitftr01
8465921,Mike Whitney
8465928,Roger Maxwell
8465933,Jason Karmanos
8465925,Todd Row
8465114,Nolan McDonald
8465123,Chris Lane
8465120,Nikolai Ignatov
8465110,Aaron Baker
8465115,Chris Bogas
8465111,Magnus Nilsson
8465126,Ola Sandberg
8465113,Brian Willsie,willsbr01
8465117,Blaine Russell
8465112,Sean Ritchlin
8465118,Peter Bergman
8465931,Brent Belecki
8465021,Konstantin Kalmikov
8465023,Curtis Tipler
8465024,Jon Sim,simjo01
8465026,Mark Parrish,parrima01
8465886,Jason Norrie
8465883,Lee Svangstu
8465894,Randy Favaro
8465918,Greg Schmidt
8465908,Andrew Proskurnicki
8465884,Nicolas Chabot
8465889,Benjamin Carpentier
8465001,Geoff Peters
8465896,Doug Ast
8465887,Martin Villeneuve
8465895,Gerhard Unterluggauer
8465885,Michael Hanson
8465914,Francis Bouillon,bouilfr01
8465009,Zdeno Chara
8465020,Gordie Dwyer,dwyergo01
8465002,Yuri Babenko,babenyu01
8465018,Oleg Kvasha,kvashol01
8465005,Colin White,whiteco01
8465004,Francis Larivee
8465031,Dave Weninger
8465010,Greg Phillips
8465012,Tom Poti,potito01
8465003,Pierre Dagenais,dagenpi01
8465015,Per-Anton Lundstrom
8465022,Jason Doyle
8465019,Mike Lankshear
8465008,Terry Friesen
8465006,Eric Naud
8465016,Scott Parker,parkesc01
8465011,Sergei Zimakov
8465202,Sami Salo,salosa01
8465200,Tomas Kaberle
8465170,Fernando Pisani,pisanfe01
8465152,Mike Muzechka
8465197,Anders Soderberg
8465013,Chris Allen,allench01
8465150,David Thibeault
8465176,Lubomir Vaic
8465173,Joe Prestifilippo
8465167,Kai Nurminen,nurmika01
8465168,Joel Kwiatkowski,kwiatjo01
8465178,Andrei Podkonicky
8465165,Evgeny Korolev,korolev01
8465122,Brett Clark,clarkbr01
8465161,Steve Valiquette,valiqst01
8465174,Eoin McInerney
8465198,Russell Smith
8465121,Andrew Van Bruggen
8465130,Kai Fischer
8465163,Cory Cyrenne
8465164,Scott Buhler
8465128,Stephen Wagner
8465157,Nick Bootland
8465124,Gaetan Poirier
8465159,John Hultberg
8465171,Pasi Petrilainen
8465199,Anthony Hutchins
8465175,Dan Hinote,hinotda01
8465169,Tobias Johansson
8465137,Alexandre Jacques
8465172,Marc-Etienne Hubert
8465136,Darren Mortier
8465975,Herbert Vasiljevs
8465960,P.J. Stock,stockpj01
8465978,Shawn Thornton,thornsh01
8465951,Matt Cooke,cookema01
8465972,Richard Uniacke
8465976,Jay Murphy
8465971,Dmitri Leonov
8465959,Jeff Gies
8465166,Craig Adams,adamscr01
8465969,Jason Jackman
8465963,Rod Miller
8465974,Jason Sweitzer
8465965,Chad Wagner
8465967,Ryan Berry
8465952,Brandon Coalter
8465961,Eric Drouin
8465953,Jeff Tetzlaff
8465973,Doug Wood
8465932,Mike Eley
8465968,Brett McLean,mcleabr01
8465964,Perry Johnson
8465938,Mathieu Normandin
8465977,Sergei Varlamov,varlase01
8465962,Rich Parent,parenri01
8465970,Matthew Carmichael
8465966,Tom Holmes
8465984,Richard Pittiri
8465985,Derek Arbez
8465981,Peter McCague
8465982,Maxime Blouin
8465991,Chad Remackel
8465987,Rob Keegan
8465980,Michael Collett
8465988,Brad Konik
8465989,Neal Martin
8465990,Brett Bruininks
8465983,Jason MacMillan
8465986,Kevin Hansen
8465224,Roman Malov
8465993,Taras Lendzyk
8465192,Samuel Pahlsson
8465222,Erich Goldmann,goldmer01
8465189,Trevor Letowski,letowtr01
8465992,Aaron Downey,downeaa01
8465227,Colin Beardsmore
8465220,Eric Meloche
8465185,Willie Mitchell,mitchwi01
8465219,Jeff Dessner
8465191,Clint Cabana
8465223,Jeff Milleker
8465196,Michel Tremblay
8465183,Kevin Kellett
8465182,Brandon Lafrance
8465177,David Bernier
8465190,Jeff Scissons
8465193,Ryan Wade
8465217,Mike Vellinga
8465225,Roman Pylner
8465246,Askhat Rakhmatullin
8465253,Marcus Nilson,nilsoma01
8465249,Jared Hope
8465250,Andrei Zyuzin,zyuzian01
8465194,Chad Cavanagh
8465221,Ryan McKie
8465216,Chris Twerdun
8465186,Timo Ahmaoja
8465213,Denis Khloptonov
8465251,Vladimir Antipov
8465181,Kevin Marsh
8465187,Nicholas Lent
8465203,Oleg Orekhovsky
8465119,Lucio Demartinis
8465236,Ronnie Sundin,sundiro01
8465228,Craig Stahl
8465235,Andrei Kozyrev
8465238,Timo Seikkula
8465258,Matthew Wright
8465154,Sebastien Simard
8465125,Xavier Delisle,delisxa01
8465205,Mattia Baldi
8465230,Ivan Ciernik
8465237,Chris Wismer
8465211,Michael Anderson,andermi02
8465206,Evgeniy Afanasiev
8465881,Matt Osborne
8465867,Sylvain Dufresne
8465880,Larry Paleczny
8465873,Ryan Shannon,shannry01
8465853,Terrence Lindgren
8465204,Justin Clark
8465212,Timo Vertala
8465874,Allan Hitchen
8465215,Alexandre Couture
8465184,Greg Kuznik,kuznigr01
8465252,Richard Lintner,lintnri01
8465188,Daryl Andrews
8465210,Pavel Kubina,kubinpa01
8465208,Bob Prier
8465209,Reggie Berg
8465180,Ronald Petrovicky
8465179,Daniel Corso,corsoda01
8465214,Thomas Brown
8465866,Michel Massie
8465868,Patrick Lafleur
8465870,Paul Ferone
8465875,Olivier Morin
8465869,Martin Boisvenue
8465876,Jean-Benoit Deschamps
8465207,Reed Low,lowre01
8465226,Matthew Scorsune
8466005,Joel Trottier
8466039,Jean-Guy Trudel,trudeje01
8466003,Martin Bradette
8466023,Mike Matteucci,mattemi01
8466019,Randy Murphy
8466025,Michael Bordulin
8466029,Martin Menard
8466021,Guy Boucher
8466026,Aaron Keller
8466028,Robert Nordberg
8466022,Dave Barozzino
8466012,Shawn Carter
8466034,Steve Walker
8466035,Sergei Samsonov,samsose01
8466014,Jeremy Adduono
8466002,Brendan Yarema
8466017,Jamie Ling
8466001,Pierre-Claude Drouin
8466013,Kory Cooper
8466020,Danny Kopec
8466008,Todd Reynolds
8466007,Donnie Kinnie
8466027,Brian Shantz
8466031,Sergei Yerkovich
8466032,Egor Bashkatov
8466215,Joe Corvo,corvojo01
8466235,Marc Kristoffersson
8466232,Quintin Laing,laingqu01
8466236,Jame Pollock,polloja01
8466037,Justin Gould
8466024,Jeff Loder
8466234,Lucas Nehrling
8466016,Troy Smith
8466006,Craig Paterson
8466000,Eric Normandin
8466030,Jeff Kungle
8466237,Adam Nittel
8466238,Mark Thompson
8466033,Robin Bouchard
8466060,Rodrigo Lavinsh
8466239,Jan Sulc
8466053,Rod Aldoff
8466975,Jan Vodrazka
8466979,Jason MacIntyre
8466974,Matt Eldred
8466995,Andy Roach,roachan01
8466985,Carlos Soke
8466996,Eric Rud
8466991,Robert Nardella
8466977,Dominic Chiasson
8466990,Dave Paradise
8466050,Brent Cullaton
8466976,Darcy Dallas
8466980,Jeff Dacosta
8466048,Stanislav Jasecko
8466994,Greg Clancy
8466978,Francois Sasseville
8466989,Chris Brooks
8466051,Janas Tomans
8466993,David Froh
8466049,Pat Ferschweiler
8466058,David Mayes
8466041,Erik Olsen
8466040,Brian Felsner,felsnbr01
8466043,Russ Romanicek
8466046,Trevor Senn
8466044,Pat Mikesch
8466059,Marc Siegel
8466038,Andrei Mezin
8466047,Mikal Nemirovsky
8466072,Brian Renfrew
8466045,Don Parsons
8466073,Len Perno
8466042,David Joseph
8466070,Mike Tamburro
8466071,Christian Sbrocca
8466083,Don Larner
8466193,Jarrett Smith
8466198,Kyle Freadrich,freadky01
8466186,Roman Lyashenko,lyashro01
8466189,Rick Berry,berryri01
8466195,Matt Elich,elichma01
8466192,Jani Hurme,hurmeja01
8466206,Nick Smith,smithni01
8466188,Mattias Karlin
8466187,Graham Belak
8466190,Vratislav Cech
8466184,Pat Kavanagh,kavanpa01
8466261,Jiri Bicek
8466208,Petr Sykora
8466199,Ilkka Mikkola
8466196,Kris Mallette
8466209,Steve Gainey,gainest01
8466191,Jeff Farkas,farkaje01
8466276,Heath Gordon
8466393,Pascal Dupuis,dupuipa01
8466197,Lee Goren,gorenle01
8466194,Derek Schutz
8466382,Geoff Bumstead
8466384,Shane Belter
8466431,Brad Leeb,leebbr01
8466387,Francois Page
8466386,Aaron Fransen
8466388,Marcel Kuris
8466429,Bobby Russell
8466391,Luch Nasato
8466389,Dean Mando
8466430,Les Borsheim
8466433,Patrick Couture
8466385,Gerry Lanigan
8466390,Carlyle Lewis
8466284,Keith Delaney
8466251,Jason Chimera,chimeja01
8466287,Jordon Flodell
8466288,Sascha Goc,gocsa01
8466258,Torrey Diroberto
8466246,Kevin Caulfield
8466252,Gennady Razin
8466278,Nicholas Bilotto
8466257,Pat Parthenais
8466291,Joe Dusbabek
8466256,Jason McLean
8466242,Karel Betik
8466259,John Wikstrom
8466250,Peter Gardiner
8466282,Andrei Skopintsev,skopian01
8466289,Alexei Timkin
8466281,Petr Havelka
8466285,Brian Campbell,campbbr02
8466280,Robert Francz
8466248,Konstantin Sidulov
8466247,Matt Cockell
8466253,Curtis Suter
8466283,Shawn Degagne
8466279,Jeff Katcher
8466241,Frantisek Mrazek
8466243,Martin Moise
8466254,Harlan Pratt
8466245,Adam Edinger
8466286,B.J. Young,youngbj01
8466249,Magnus Arvedson,arvedma01
8466240,Benjamin Simon
8466138,Joe Thornton,thornjo01
8466144,Paul Mara,marapa01
8466150,Michel Riesen,riesemi01
8466137,Jason Courtemanche
8466153,Michael Holmqvist,holmqmi01
8466152,Ty Jones,jonesty01
8466143,Daniel Tkaczuk,tkaczda01
8466151,Matt Zultek
8466125,Matt Weder
8466149,Daniel Cleary,clearda01
8466114,Dennis Wright
8466111,Daniel Ceman
8466141,Roberto Luongo,luongro01
8466113,Matthew Pagnutti
8466108,Mike Harder
8466112,Sean Venedam
8466081,Steve Roberts
8466140,Olli Jokinen,jokinol01
8466147,Jason Ward,wardja01
8466145,Nick Boynton,boyntni01
8466124,Chad Power
8466120,Dan Marcotte
8466173,Stanislav Gron,gronst01
8466182,Henrik Tallinder,tallihe01
8466200,Josh Langfeld,langfjo01
8466170,Jean-Francois Fortin
8466205,Burke Henry,henrybu01
8466207,Jeff Martin
8466178,Brian Gaffaney
8466179,Maxim Balmochnykh,balmoma01
8466172,Gregor Baumgartner
8466180,Wes Jarvis,jarviwe01
8466202,Maxim Afinogenov,afinoma01
8466972,Dan Delisle,delisda01
8466177,Juha Gustafsson
8466201,Mike Souza
8466175,Tyler Rennette
8466271,Peter Sarno,sarnope01
8466314,Mathieu Benoit
8466423,Mark O'Donnell
8466260,Kyle Calder,caldeky01
8466319,Russ Bartlett
8466274,Jonathan Desroches
8466268,Eric Gooldy
8466269,Bobby Leavins
8466318,Jay Kopischke
8466277,Larry Shapley
8466312,Mike Laceby
8466315,Jeff McKercher
8466270,Ilja Demidov
8466273,Henrik Petre
8466275,Jeff Sullivan
8466244,David Darguzas
8466164,Scott Barney,barnesc01
8466159,Jean-Francois Damphousse
8466160,Brenden Morrow,morrobr01
8466091,Igor Galkin
8466084,Steve Simoni
8466165,Jean-Marc Pelletier,pelleje01
8466116,Kurt Mallett
8466117,Jeremy Mylymok
8466086,Sinuhe Wallinheimo
8466118,Curtis Fry
8466082,Justin McHugh
8466089,Jason Payne
8466121,Rob Bonneau
8466156,Mika Noronen,noronmi01
8466158,Scott Hannan,hannasc01
8466094,Sal Manganao
8466088,Beau Riedel
8466162,Ben Clymer,clymebe01
8466161,Kevin Grimes
8466266,Mike York,yorkmi01
8466157,Nikos Tselios,tselini01
8466292,Todd Fedoruk,fedorto01
8466171,Harold Druken,drukeha01
8466378,Martin St. Louis,stlouma01
8466136,Paul Strand
8466309,Mike Mottau,mottami01
8466317,Cam Severson,severca01
8466313,Chad Hinz
8466321,Jeremy Symington
8466305,Tony Mohagen
8466301,Robin Bacul
8466377,Carl Prud'homme
8466380,Daniel Payette
8466345,Jonathan Hedstrom
8466373,Maxim Spiridonov
8466308,Mat Snesrud
8466306,Mark Moore
8466340,Alexei Komarov
8466343,Mark Smith,smithma01
8466295,Jeremy Rondeau
8466307,Jim Baxter
8466299,Rod Leroux
8466376,Travis Van Tighem
8466293,Hugo Marchand
8466342,Eric Van Acker
8466316,Antti Laaksonen,laaksan01
8466294,Kris Knoblauch
8466080,Jack Kowal
8466298,Eero Somervuori
8466381,Derrick Walser,walsede01
8466330,Chris Kerr
8466350,Matt Oikawa
8466374,Mike Mayhew
8466333,Andrew Ference,ferenan01
8466304,Ladislav Nagy,nagyla01
8466375,Brad Morgan
8466310,Tyler Palmer
8466339,Scott Clemmensen,clemmsc01
8466107,Jason Mansoff
8466347,Dustin Paul
8466372,Steve Zoryk
8466344,Konrad Brand
8466338,Marko Kauppinen
8466346,Ryan Clark
8466379,Darcy Harris
8466290,David Aebischer,aebisda01
8466371,John Madden,maddejo01
8466351,Peter Brady
8466322,Petr Kubos
8466336,Kamil Piros
8466320,Niklas Nordgren,nordgni02
8466368,Jay Henderson,hendeja01
8466327,Andrei Sidyakin
8466264,Johan Lindbom,lindbjo01
8466325,Pierre-Luc Therrien
8466096,David Seitz
8466267,Richard Seeley
8466341,Doug Schmidt
8466329,Sergei Shikhanov
8466326,Denis Martynyuk
8466337,Steve Wilejto
8466331,Bobby Haglund
8466332,Alex Andreyev
8466324,Randy Fitzgerald
8466366,Marek Ivan
8466265,Denis Timofeev
8466328,Nick Gillis
8466262,Teemo Elomo
8466369,Jan Srdinko
8466370,Jason Carriere
8466323,Shawn Skolney
8466128,Kelly Perrault
8466167,Evan Lindsay
8466126,Carlin Nordstrom
8466168,Kyle Kos
8466132,Jeff Libby,libbyje01
8466104,Chad Ackerman
8466095,Dwight Parrish
8466129,Jamie Hearn
8466130,Andrei Bashkirov,bashkan01
8466090,Ilya Dubkov
8466127,Tim Murray
8466163,Brad Defauw
8466106,Dan Shermerhorn
8466169,Ryan Bonni,bonniry01
8466155,Mike Brown,brownmi03
8466166,Jeff Zehr,zehrje01
8466098,Jeff Azar
8466133,Mike Kolenda
8466131,Blair Allison
8466092,Ryan Bast,bastry01
